0,กกรังกา
1,กรดน้ำ
2,กรรณิการ์
3,กระจับ
4,กระเจานา
5,กระเจี๊ยบแดง
6,กระเจี๊ยบมอญ
7,กระชาย
8,กระชายดำ
9,กระเช้าสีดา
10,กระดอม
11,กระดังงาไทย
12,กระดาด
13,กระดูกไก่ดำ
14,กระโดน
15,กระไดลิง
16,กระแตไต่ไม้
17,กระถิน
18,กระถินเทศ
19,กระถินพวง
20,กระถินพิมาน
21,กระท้อน
22,กระท่อม
23,กระทิง
24,กระทืบยอด
25,กระทุงลาย
26,กระทุงหมาบ้า
27,กระทุ่ม
28,กระทุ่มขี้หมู
29,กระทุ่มหมู
30,กระเทียม
31,กระบก
32,กระบือเจ็ดตัว
33,กระเบา
34,กระเบากลัก
35,กระเบาใหญ่
36,กระเบียน
37,กระพังโหม
38,กระพี้
39,กระพี้เขาควาย
40,กระวาน
41,กระวานเทศ
42,กรุงเขมา
43,กฤษณา
44,กล้วย
45,กลอย
46,กวาวเครือ
47,กะตังใบ
48,กะทือ
49,กะเพรา
50,กะเม็ง
51,กะเม็งตัวผู้
52,กัญชา
53,กัญชาเทศ
54,กัดลิ้น
55,กันเกรา
56,กัลปพฤกษ์
57,ก้างปลาขาว
58,ก้างปลาเครือ
59,ก้างปลาแดง
60,กานพลู
61,กาฝากมะม่วง
62,กาแฟใบใหญ่
63,ก้ามปู
64,ก้ามปูหลุด
65,การบูน
66,การเวก
67,กาหลง
68,กำจัดต้น
69,กำจาย
70,กำแพงเจ็ดชั้น
71,กำยานไทย
72,กำยานสุมาตรา
73,กำลังวัวเถลิง
74,กุ่ม
75,กุ่มน้ำ
76,กุ่มบก
77,กุยช่าย
78,กุหลาบ
79,กุหลาบมอญ
80,เก็กฮวย
81,เกล็ดนาค
82,เกล็ดนาคราช
83,เกากีฉ่าย
84,แกแล
85,แก้วเจ้าจอม
86,โกโก้
87,โกงกางใบเล็ก
88,โกงกางใบใหญ่
89,โกฐกระดูก
90,โกฐกักกรา
91,โกฐก้านพร้าว
92,โกฐเขมา
93,โกฐจุฬาลำพา
94,โกฐชฎามังสี
95,โกฐเชียง
96,โกฐน้ำเต้า
97,โกฐสอ
98,โกฐหัวบัว
99,ขนุน
100,ขมิ้น
101,ขมิ้นเครือ
102,ขมิ้นดง
103,ขมิ้นต้น
