0,กกรังกา
1,กรดน้ำ
2,กรรณิการ์
3,กรวย
4,กระจับ
5,กระเจานา
6,กระเจี๊ยบแดง
7,กระเจี๊ยบมอญ
8,กระชับ
9,กระชาย
10,กระชายดำ
11,กระเช้าสีดา
12,กระดอม
13,กระดังงาไทย
14,กระดาด
15,กระดูกไก่ดำ
16,กระโดน
17,กระไดลิง
18,กระแตไต่ไม้
19,กระถิน
20,กระถินเทศ
21,กระถินพวง
22,กระถินพิมาน
23,กระท้อน
24,กระท่อม
25,กระทิง
26,กระทืบยอด
27,กระทุงลาย
28,กระทุงหมาบ้า
29,กระทุ่ม
30,กระทุ่มขี้หมู
31,กระทุ่มหมู
32,กระเทียม
33,กระบก
34,กระบือเจ็ดตัว
35,กระเบา
36,กระเบากลัก
37,กระเบาใหญ่
38,กระเบียน
39,กระพังโหม
40,กระพี้
41,กระพี้เขาควาย
42,กระวาน
43,กระวานเทศ
44,กรุงเขมา
45,กฤษณา
46,กล้วย
47,กลอย
48,กวาวเครือ
49,กะตังใบ
50,กะทือ
51,กะเพรา
52,กะเม็ง
53,กะเม็งตัวผู้
54,กัญชา
55,กัญชาเทศ
56,กัดลิ้น
57,กันเกรา
58,กัลปพฤกษ์
59,ก้างปลาขาว
60,ก้างปลาเครือ
61,ก้างปลาแดง
62,กานพลู
63,กาฝากมะม่วง
64,กาแฟใบใหญ่
65,ก้ามปู
66,ก้ามปูหลุด
67,การบูน
68,การเวก
69,กาหลง
70,กำจัดต้น
71,กำจาย
72,กำแพงเจ็ดชั้น
73,กำยานไทย
74,กำยานสุมาตรา
75,กำลังวัวเถลิง
76,กุ่ม
77,กุ่มน้ำ
78,กุ่มบก
79,กุยช่าย
80,กุหลาบ
81,กุหลาบมอญ
82,เก็กฮวย
83,เกล็ดนาค
84,เกล็ดนาคราช
85,เกากีฉ่าย
86,แกแล
87,แก้วเจ้าจอม
88,โกโก้
89,โกงกางใบเล็ก
90,โกงกางใบใหญ่
91,โกฐกระดูก
92,โกฐกักกรา
93,โกฐก้านพร้าว
94,โกฐเขมา
95,โกฐจุฬาลำพา
96,โกฐชฎามังสี
97,โกฐเชียง
98,โกฐน้ำเต้า
99,โกฐสอ
100,โกฐหัวบัว
101,ขนุน
102,ขมิ้น
103,ขมิ้นเครือ
104,ขมิ้นดง
